,age,workclass,fnlwgt,education,education.num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
13470,22,5,189924,0,10,5,13.0,0,3,1,0,0,50,1,0
13471,23,5,274424,11,7,3,13.0,3,3,1,0,0,40,1,0
13472,34,5,188246,3,9,2,6.0,4,3,0,0,0,40,1,0
13473,51,5,284211,3,9,1,5.0,3,3,1,0,0,35,1,0
13474,21,5,198259,0,10,5,3.0,5,3,1,0,0,15,1,0
13475,31,5,368517,9,12,5,5.0,0,1,0,0,0,40,1,0
13476,34,5,168768,9,12,5,3.0,0,3,1,0,0,35,1,0
13477,33,2,122220,0,10,2,7.0,1,0,1,0,0,40,1,1
13478,32,5,136204,4,14,3,7.0,0,3,0,0,2824,55,1,1
13479,44,5,175641,11,7,2,10.0,4,3,0,0,0,40,1,1
13480,21,1,173324,0,10,5,13.0,5,0,0,0,0,20,1,0
13481,75,4,31195,3,9,4,3.0,0,3,1,0,0,20,1,0
13482,55,2,88876,4,14,2,7.0,4,1,0,0,0,60,1,1
13483,43,6,176069,3,9,2,13.0,1,3,1,0,0,16,1,0
13484,31,5,215297,3,9,2,9.0,4,3,0,0,0,45,1,0
13485,41,5,198425,0,10,2,9.0,4,3,0,0,0,45,1,0
13486,26,4,180957,4,14,5,5.0,0,3,0,0,0,50,1,0
13487,23,5,206129,14,11,5,9.0,3,0,1,0,0,40,1,0
13488,42,2,65950,3,9,4,3.0,3,0,1,0,0,40,1,0
13489,29,5,197618,3,9,5,3.0,0,3,1,0,0,40,1,0
13490,21,5,185357,3,9,5,3.0,0,3,0,0,0,50,1,0
13491,28,5,134890,12,13,5,7.0,5,3,0,0,0,40,1,0
13493,35,2,153633,0,10,5,13.0,3,0,1,0,0,40,1,0
13494,65,5,115890,12,13,2,11.0,4,3,0,0,0,20,1,0
13495,34,5,394447,12,13,5,5.0,0,3,0,2463,0,50,24,0
13496,58,5,343957,12,13,4,10.0,0,3,0,0,0,50,1,0
13499,59,5,159048,3,9,4,13.0,0,3,1,0,0,40,1,0
13500,46,5,423222,12,13,2,7.0,4,3,0,7688,0,40,1,1
13501,30,5,89735,14,11,2,5.0,4,3,0,0,0,40,1,1
13502,28,5,31778,12,13,5,4.0,5,3,0,0,0,40,1,0
13504,47,5,233511,4,14,4,10.0,0,3,0,27828,0,60,1,1
13505,30,5,327112,12,13,4,10.0,0,3,0,0,1564,40,1,1
13506,34,5,236543,3,9,5,9.0,5,3,0,0,0,40,1,0
13507,51,1,194475,0,10,4,5.0,0,3,1,0,0,40,1,0
13508,41,5,303510,3,9,2,7.0,4,3,0,0,0,40,1,0
13509,57,5,171242,0,10,2,5.0,4,3,0,0,0,40,1,1
13510,28,6,39388,14,11,2,1.0,4,3,0,0,0,60,1,0
13511,62,4,197218,3,9,1,13.0,0,3,1,0,0,18,1,0
13512,22,1,151991,0,10,5,2.0,5,3,0,0,0,20,1,0
13513,38,5,374524,12,13,2,5.0,4,3,0,0,0,40,1,1
13515,45,4,364563,3,9,2,11.0,4,3,0,0,0,40,1,1
13516,37,5,186035,9,12,2,9.0,4,3,0,0,0,55,1,0
13517,21,5,47541,3,9,4,6.0,2,3,0,0,0,40,1,0
13518,49,5,151107,3,9,5,9.0,0,0,0,0,0,40,1,0
13519,24,5,500509,3,9,5,13.0,5,0,0,0,0,40,1,0
13520,47,5,138107,12,13,4,7.0,0,3,0,0,2258,40,1,1
13521,20,2,225515,0,10,5,2.0,5,3,1,0,0,24,1,0
13522,27,5,153291,7,15,2,5.0,1,3,1,0,0,50,1,1
13523,40,5,169885,3,9,3,13.0,0,3,1,0,0,40,1,0
13525,31,4,175778,12,13,4,5.0,0,3,1,0,0,40,1,0
13526,43,5,55213,3,9,2,6.0,4,3,0,0,1977,52,1,1
13527,48,5,38950,12,13,2,7.0,4,3,0,15024,0,50,1,1
13528,64,6,65991,3,9,2,1.0,4,3,0,7298,0,45,1,1
13529,39,5,174330,3,9,3,9.0,3,3,0,0,0,40,1,0
13530,50,5,35224,3,9,2,9.0,4,3,0,0,0,40,1,0
13531,52,5,175622,14,11,4,13.0,3,3,1,0,0,40,1,0
13532,44,5,164678,4,14,2,5.0,1,3,1,0,0,45,1,0
13534,54,5,163671,3,9,2,11.0,4,3,0,0,1887,65,1,1
13535,17,6,181317,13,6,5,1.0,5,3,0,0,0,35,1,0
13536,33,2,177945,3,9,2,3.0,4,0,0,0,0,40,1,0
13537,28,5,47168,13,6,5,6.0,5,3,1,0,0,40,1,0
13538,39,6,190023,12,13,2,10.0,4,3,0,0,0,60,1,0
13539,33,5,168782,14,11,5,9.0,3,3,0,0,0,40,1,0
13540,59,5,175290,6,4,5,13.0,2,3,0,0,0,32,1,0
13541,74,5,145463,8,2,1,8.0,0,0,1,0,0,15,1,0
13542,54,5,159755,0,10,2,,4,3,0,0,0,40,1,1
13543,31,5,113364,9,12,2,6.0,4,3,0,0,0,55,1,0
13544,31,5,487742,0,10,3,10.0,3,3,1,0,0,40,1,0
13545,20,5,304710,0,10,5,10.0,5,1,1,0,0,20,1,0
13546,54,4,185846,4,14,2,5.0,4,3,0,0,1977,40,1,1
13547,42,5,212894,14,11,2,3.0,4,3,0,2407,0,40,1,0
13548,57,6,315460,7,15,2,5.0,4,3,0,0,0,36,1,0
13549,49,5,135643,3,9,1,9.0,3,1,1,0,0,40,11,0
13550,40,5,220977,10,16,2,7.0,4,1,0,3103,0,40,8,1
13552,38,5,202683,3,9,5,3.0,0,3,0,0,0,40,1,0
13553,39,5,164866,3,9,2,6.0,4,3,0,0,0,42,1,1
13554,43,5,191814,9,12,2,10.0,4,3,0,7688,0,50,1,1
13556,57,5,158077,12,13,2,10.0,1,3,1,0,0,40,1,0
13557,38,5,191103,7,15,2,5.0,4,3,0,0,0,99,1,1
13558,25,5,193701,12,13,5,13.0,0,3,1,0,0,38,1,0
13559,40,5,143046,12,13,5,5.0,0,3,1,0,0,45,1,0
13560,34,5,206297,12,13,2,7.0,4,3,0,0,0,48,1,1
13561,35,6,188563,3,9,4,1.0,5,3,0,0,0,50,1,0
13562,53,5,35102,0,10,4,3.0,0,3,1,0,0,34,1,0
13563,21,5,203055,0,10,5,6.0,3,3,0,0,0,40,1,0
13564,43,5,309932,12,13,2,9.0,4,3,0,0,0,40,1,0
13565,43,6,243432,3,9,2,9.0,4,3,0,0,0,60,1,0
13566,22,5,177107,14,11,5,5.0,3,0,1,0,0,35,1,0
13567,64,6,113929,3,9,2,10.0,4,3,0,0,0,35,1,0
13569,40,5,222011,4,14,5,5.0,0,3,1,3325,0,40,1,0
13570,34,5,186824,3,9,2,4.0,4,3,0,0,0,70,1,0
13571,46,5,192768,3,9,2,3.0,1,3,1,0,0,40,1,0
13572,35,5,234962,3,9,5,6.0,2,3,0,0,0,40,21,0
13573,32,5,83253,0,10,2,11.0,4,3,0,0,0,60,1,0
13574,26,5,248990,0,10,5,9.0,5,3,0,0,0,40,1,0
13575,25,5,346159,3,9,5,9.0,0,3,0,0,0,40,1,0
13576,55,5,272656,12,13,2,2.0,4,3,0,0,0,55,1,1
13577,22,5,60552,0,10,5,10.0,5,3,1,0,0,40,1,0
13578,29,1,33798,0,10,4,3.0,5,3,0,0,0,20,1,0
13579,38,6,112158,3,9,2,7.0,4,3,0,0,0,99,1,0
13580,55,5,200992,0,10,1,13.0,0,3,1,0,0,35,1,0
13581,26,5,98155,3,9,2,7.0,4,3,0,0,0,40,1,0
13582,34,0,79586,12,13,5,5.0,0,2,0,0,0,60,1,0
13583,25,1,143062,3,9,5,3.0,5,3,1,0,0,40,1,0
13584,39,5,101146,3,9,4,5.0,0,3,1,4650,0,40,1,0
13586,58,1,159021,15,5,2,1.0,4,3,0,0,0,40,1,0
13587,34,4,353270,14,11,5,9.0,5,3,1,0,0,40,1,0
13588,29,6,162312,0,10,5,7.0,5,1,0,0,0,45,11,0
13589,49,1,231961,10,16,4,5.0,3,3,0,0,0,50,1,1
13590,38,5,181943,12,13,5,3.0,0,3,1,0,0,35,1,0
13591,21,5,163595,0,10,5,13.0,5,3,0,0,0,35,1,0
13592,28,5,130856,12,13,2,5.0,4,3,0,0,0,40,1,1
13593,42,5,208875,0,10,2,7.0,1,3,1,0,0,40,37,1
13594,29,6,58744,9,12,5,13.0,5,3,0,0,0,60,1,0
13595,48,5,116641,3,9,4,3.0,3,3,1,0,0,45,1,0
13596,40,5,69333,12,13,2,1.0,4,3,0,0,0,40,1,0
13597,36,5,320811,0,10,2,9.0,4,3,0,0,0,40,1,1
13598,34,5,197886,12,13,2,10.0,4,3,0,0,0,60,1,1
13599,57,6,253914,8,2,2,10.0,4,3,0,0,0,35,21,0
13600,24,5,89154,15,5,5,13.0,0,3,0,0,0,40,37,0
13601,32,5,372317,15,5,3,13.0,3,3,1,0,0,23,21,0
13603,39,5,192614,3,9,2,11.0,4,3,0,0,0,56,1,0
13604,39,5,403489,11,7,4,11.0,5,3,0,0,0,40,1,0
13605,18,5,169652,11,7,5,13.0,5,3,1,0,0,12,1,0
13606,20,5,217467,0,10,5,9.0,5,3,0,0,0,40,1,0
13608,54,5,175912,13,6,2,11.0,4,3,0,0,0,40,1,0
13609,40,6,179533,3,9,2,11.0,4,3,0,0,0,75,1,1
13610,27,5,149624,0,10,2,3.0,4,3,0,0,0,30,1,0
13611,27,5,289147,3,9,5,6.0,5,3,1,0,0,40,1,0
13612,43,2,347720,12,13,5,2.0,0,3,0,0,0,50,1,0
13613,22,5,406978,12,13,5,7.0,2,3,1,0,0,40,1,0
13614,17,5,193199,11,7,5,10.0,3,3,1,0,0,12,18,0
13615,37,0,163998,9,12,2,10.0,4,3,0,0,0,50,1,1
13616,49,5,173115,13,6,3,7.0,0,0,0,4416,0,99,1,0
13617,33,5,333701,14,11,5,13.0,3,0,0,0,0,40,1,0
13618,21,1,48121,0,10,5,7.0,5,3,0,0,1602,10,1,0
13619,45,5,186256,3,9,4,9.0,0,3,0,0,0,40,1,0
13620,33,5,104525,3,9,2,4.0,4,3,0,0,0,40,1,0
13621,25,5,104097,12,13,2,9.0,4,3,0,2829,0,60,1,0
13622,71,5,212806,3,9,2,10.0,4,3,0,0,0,36,1,0
13623,23,4,203353,12,13,5,5.0,5,3,1,0,0,45,1,0
13624,41,5,130126,7,15,2,5.0,4,3,0,0,0,80,1,1
13626,47,5,218435,3,9,0,10.0,3,3,1,0,0,20,13,0
13627,30,5,154120,12,13,5,10.0,0,3,0,0,0,65,1,0
13628,40,5,193537,0,10,2,3.0,1,3,1,0,0,40,25,0
13629,44,5,84535,0,10,4,10.0,3,3,1,0,0,48,1,0
13630,50,5,150999,4,14,2,5.0,4,3,0,0,1977,40,1,1
13631,31,1,157673,3,9,2,1.0,4,3,0,0,0,40,1,0
13632,68,5,217424,3,9,2,,4,3,0,0,0,24,1,0
13633,45,5,358886,5,8,2,3.0,4,3,0,2407,0,50,1,0
13634,38,5,186191,12,13,5,5.0,5,3,0,0,0,40,1,0
13635,78,0,212660,11,7,2,7.0,4,3,0,0,0,10,1,0
13636,31,0,31740,14,11,2,1.0,4,3,0,0,0,55,1,0
13637,39,5,498785,3,9,4,3.0,0,3,0,0,0,40,1,0
13638,36,6,35945,6,4,2,6.0,4,3,0,7298,0,45,1,1
13639,46,4,162566,4,14,4,5.0,3,3,1,0,0,50,5,0
13640,30,5,118861,0,10,2,3.0,4,1,0,0,0,50,1,1
13641,34,5,206609,0,10,5,10.0,3,3,0,0,0,35,1,0
13642,30,2,423064,3,9,3,3.0,2,0,0,0,0,35,1,0
13643,47,5,191957,12,13,2,10.0,4,0,0,0,0,40,1,1
13644,40,5,223934,0,10,2,3.0,1,3,1,0,0,17,1,1
13646,44,6,195486,3,9,2,10.0,4,0,0,0,0,70,19,0
13647,40,5,114580,3,9,4,9.0,2,3,1,0,0,40,20,0
13648,20,5,119215,0,10,5,11.0,5,3,0,0,0,40,1,0
13649,45,5,240554,12,13,2,7.0,4,3,0,0,0,40,1,1
13650,55,5,199067,12,13,2,7.0,4,3,0,15024,0,42,1,1
13651,51,5,144084,3,9,5,6.0,5,3,1,0,0,40,1,0
13652,38,5,358682,0,10,2,4.0,4,3,0,0,0,40,1,0
13653,49,4,59612,4,14,2,5.0,4,3,0,0,0,40,1,1
13654,49,1,391585,12,13,2,7.0,4,3,0,15024,0,40,1,1
13655,30,4,101345,3,9,3,13.0,3,3,1,0,0,26,1,0
13656,20,5,117618,0,10,5,7.0,5,3,0,0,0,40,1,0
13657,34,5,231238,15,5,3,1.0,3,0,0,0,0,40,1,0
13658,42,4,143046,3,9,1,11.0,3,3,1,0,0,40,1,0
13659,46,5,326857,4,14,2,10.0,4,3,0,0,2415,65,1,1
13660,43,5,203642,12,13,5,5.0,0,3,1,0,0,40,1,1
13661,62,5,88579,3,9,5,3.0,0,3,1,0,0,38,1,0
13662,21,5,240517,0,10,5,6.0,5,3,1,0,0,70,1,0
13663,58,4,156649,8,2,1,4.0,3,0,0,0,0,40,1,0
13664,30,5,143392,12,13,2,3.0,1,3,1,0,0,40,1,0
13665,37,5,365465,3,9,3,9.0,3,3,0,0,0,70,16,0
13666,22,1,264710,12,13,5,2.0,5,3,1,0,0,40,1,0
13667,64,1,223830,15,5,5,3.0,0,3,1,0,0,38,1,0
13668,42,5,154374,3,9,2,11.0,4,3,0,0,0,50,1,1
13669,43,1,242521,3,9,2,9.0,4,3,0,0,0,40,1,0
13670,34,5,124569,0,10,4,3.0,0,3,1,0,0,40,1,0
13671,25,5,209230,3,9,5,13.0,5,3,1,0,0,6,1,0
13672,21,5,162228,0,10,5,3.0,5,3,0,0,0,40,1,0
13673,45,2,60267,3,9,2,3.0,4,3,0,0,0,40,1,1
13674,55,6,76901,9,12,2,7.0,4,3,0,0,0,55,1,1
13675,24,5,137876,3,9,5,9.0,5,3,0,0,0,50,1,0
13676,70,6,347910,0,10,2,7.0,4,3,0,0,0,35,1,0
13677,27,4,138917,12,13,5,5.0,0,3,0,0,0,35,1,0
13678,34,5,532379,0,10,2,9.0,4,3,0,0,0,40,1,0
13679,57,5,31532,12,13,2,11.0,4,3,0,0,0,40,1,0
13680,37,6,30973,3,9,2,7.0,4,3,0,0,0,40,1,0
13681,52,5,117295,8,2,2,7.0,4,3,0,0,0,50,1,1
13682,32,5,295282,3,9,2,9.0,4,3,0,0,0,48,1,0
13683,42,5,190786,14,11,2,9.0,4,3,0,0,0,40,1,0
13684,24,5,246207,12,13,5,6.0,5,0,1,0,0,40,1,0
13685,50,5,130780,3,9,2,4.0,4,0,0,0,0,40,1,0
13686,36,5,186212,9,12,2,9.0,4,3,0,0,0,50,1,0
13687,42,5,175526,3,9,2,6.0,4,3,0,0,0,40,1,0
13688,40,5,207025,3,9,5,3.0,0,3,1,6849,0,38,1,0
13689,39,2,82622,12,13,5,3.0,0,3,0,0,0,45,1,0
13691,38,1,318886,12,13,2,,4,0,0,0,0,52,1,0
13692,18,5,256005,3,9,5,13.0,5,3,0,0,0,40,1,0
13693,63,6,217715,2,3,5,10.0,0,3,1,0,0,3,1,0
13694,50,5,205803,4,14,2,10.0,4,3,0,15024,0,40,1,1
13695,82,6,240491,3,9,2,9.0,4,3,0,0,0,40,13,0
13696,33,5,154120,3,9,4,4.0,5,3,0,0,0,45,1,0
13697,37,5,69251,0,10,2,11.0,4,1,0,0,0,40,1,0
13698,24,5,333505,3,9,0,11.0,5,3,0,0,0,40,39,0
13699,31,5,168521,12,13,5,7.0,3,3,1,0,0,50,1,0
13700,59,5,193568,3,9,4,6.0,5,3,1,0,0,40,1,0
13701,18,5,426895,5,8,5,1.0,5,3,0,0,0,55,1,0
13702,47,6,131826,0,10,2,10.0,4,3,0,0,0,40,1,0
13703,48,5,79646,11,7,2,1.0,4,3,0,0,0,50,1,0
13704,27,5,167031,12,13,5,5.0,3,2,1,0,0,33,1,0
13705,34,5,73199,11,7,5,13.0,5,1,0,0,0,40,16,0
13706,50,5,114056,14,11,2,,4,3,0,0,0,84,1,0
13707,57,6,110417,0,10,2,1.0,4,3,0,0,0,75,1,0
13708,60,5,33266,3,9,2,,4,3,0,0,0,40,1,0
13709,39,5,154410,3,9,2,3.0,4,3,0,0,0,40,1,1
13711,18,5,27780,3,9,5,10.0,5,3,1,0,0,25,1,0
13712,26,5,142914,9,12,2,5.0,1,3,1,0,0,75,1,0
13713,37,5,190987,0,10,2,10.0,1,3,1,7298,0,40,1,1
13714,20,5,314422,3,9,5,10.0,5,3,1,0,0,30,1,0
13715,29,4,273771,4,14,5,5.0,0,3,0,0,0,45,1,0
13716,30,5,175083,3,9,4,11.0,0,3,0,0,0,52,1,0
13717,21,5,63665,0,10,5,13.0,5,3,0,0,0,15,1,0
13718,24,4,193416,0,10,5,,5,3,1,0,0,40,1,0
13719,51,5,74275,3,9,2,6.0,4,3,0,0,0,40,1,0
13720,31,5,122609,3,9,4,3.0,3,3,1,0,0,40,1,0
13721,45,5,225456,12,13,2,5.0,4,3,0,0,1977,40,1,1
13722,36,4,116892,0,10,2,9.0,4,3,0,0,0,40,1,0
13723,29,5,196971,12,13,5,5.0,5,3,1,0,0,72,1,0
13724,20,5,105312,3,9,5,10.0,0,3,1,0,0,35,1,0
13725,46,5,108699,0,10,1,3.0,0,3,1,0,0,60,1,0
13726,44,5,171615,3,9,2,11.0,4,3,0,0,0,45,1,0
13727,39,5,388023,3,9,4,7.0,0,3,1,0,0,38,1,0
13728,39,5,181553,12,13,4,7.0,0,3,0,0,0,55,1,0
13729,45,5,170850,3,9,2,6.0,4,3,0,0,0,44,1,1
13730,28,5,187479,0,10,2,7.0,4,3,0,0,0,55,1,0
13731,44,5,277720,0,10,2,3.0,1,3,1,0,0,35,1,0
13732,48,4,493862,3,9,2,7.0,4,0,0,7298,0,38,1,1
13733,27,5,220754,3,9,5,3.0,0,3,1,0,0,70,1,0
13734,34,6,209768,3,9,2,7.0,4,3,0,0,0,40,1,0
13735,35,5,93225,3,9,2,9.0,4,3,0,0,0,40,1,0
13736,28,2,341709,3,9,5,9.0,0,3,0,0,0,40,1,0
13737,25,5,236242,7,15,5,5.0,0,3,1,0,0,30,1,0
13738,21,5,121889,0,10,5,10.0,5,0,1,0,0,20,1,0
13739,18,5,318190,11,7,5,13.0,5,3,0,0,0,15,1,0
13740,63,6,111306,6,4,1,1.0,3,3,1,0,0,10,1,0
13741,18,5,198614,11,7,5,10.0,5,0,1,0,0,8,1,0
13742,32,5,193231,3,9,2,9.0,4,3,0,0,0,40,1,0
13744,19,5,172368,11,7,5,11.0,5,3,0,0,0,20,1,0
13745,23,5,60331,0,10,5,11.0,0,3,0,0,0,60,1,0
13747,36,5,192939,4,14,2,5.0,4,3,0,0,1977,60,1,1
13748,43,5,138184,3,9,4,13.0,0,0,1,0,1762,35,1,0
13749,45,5,238567,12,13,2,7.0,4,3,0,0,0,40,3,1
13750,30,5,208068,3,9,2,9.0,4,2,0,0,0,40,21,0
13751,46,5,181810,3,9,2,9.0,4,0,0,4064,0,40,1,0
13752,24,2,283918,0,10,4,3.0,3,0,1,0,0,25,1,0
13753,42,5,107276,0,10,5,7.0,0,3,1,0,2444,40,1,1
13754,23,5,37783,0,10,5,10.0,5,3,1,0,0,40,1,0
13755,27,5,263552,3,9,5,3.0,0,3,0,0,0,50,1,0
13756,48,5,255439,0,10,5,4.0,0,3,0,0,0,40,1,0
13757,31,0,344275,3,9,5,9.0,0,3,0,0,0,44,1,0
13758,31,5,70568,8,2,5,13.0,2,3,1,0,0,25,37,0
13759,18,5,127827,5,8,5,10.0,5,3,1,0,0,25,1,0
13760,36,5,185203,3,9,5,10.0,0,3,1,0,0,40,1,0
13761,58,5,123436,12,13,2,7.0,4,3,0,7688,0,50,1,1
13762,51,6,136322,3,9,2,1.0,4,3,0,0,1579,40,1,0
13763,22,5,187052,3,9,5,3.0,5,3,1,0,0,40,1,0
13764,72,5,177769,13,6,2,10.0,4,3,0,0,0,15,1,0
13765,61,5,68268,13,6,2,1.0,4,3,0,0,0,55,1,0
13766,42,5,424855,0,10,2,6.0,4,3,0,3908,0,40,1,0
13768,30,0,153549,3,9,2,7.0,4,3,0,0,0,50,1,1
13769,40,5,271393,9,12,4,7.0,0,3,1,0,0,40,1,0
13770,20,5,198148,3,9,5,3.0,5,3,0,0,0,40,1,0
13771,65,5,469602,12,13,2,10.0,4,3,0,0,0,15,1,0
13772,36,5,163290,0,10,4,10.0,3,3,1,0,0,40,1,0
13773,37,5,295949,3,9,5,6.0,0,3,0,0,0,40,1,0
13774,33,6,125279,0,10,2,10.0,4,3,0,0,0,60,1,0
13775,64,4,182866,3,9,1,13.0,3,3,1,0,0,40,1,0
13776,61,6,111563,12,13,2,1.0,4,3,0,0,0,20,1,1
13777,38,5,34173,12,13,5,10.0,3,3,1,0,0,45,1,0
13778,27,5,183627,12,13,2,7.0,4,3,0,0,1977,50,1,1
13779,24,5,197757,12,13,5,5.0,5,1,1,0,0,40,16,0
13780,39,5,98941,12,13,5,5.0,0,3,0,0,0,40,1,1
13781,44,5,205474,12,13,2,10.0,4,3,0,0,0,40,1,1
13782,47,5,206659,0,10,4,3.0,2,3,1,0,0,40,1,0
13784,66,5,244661,12,13,2,3.0,4,1,0,0,0,40,16,0
13785,53,5,47396,0,10,2,3.0,4,3,0,0,0,50,1,1
13786,43,1,270721,12,13,2,7.0,4,3,0,0,0,55,1,1
13787,57,1,32694,10,16,2,5.0,4,3,0,0,0,40,1,1
13788,44,5,171256,9,12,4,6.0,5,3,1,0,0,45,1,0
13789,59,5,169982,12,13,2,7.0,4,3,0,0,2002,50,1,0
13790,52,6,217210,3,9,1,13.0,2,0,1,0,0,40,1,0
13791,46,5,218329,0,10,5,9.0,5,3,0,0,0,40,1,0
13792,20,5,386643,0,10,5,13.0,5,3,1,0,0,40,1,0
13793,37,2,125933,3,9,2,3.0,4,3,0,0,0,40,1,1
13794,41,6,155767,0,10,2,7.0,4,3,0,0,0,50,1,0
13795,39,2,432555,3,9,2,3.0,4,0,0,0,1628,40,1,0
13796,30,5,54929,3,9,2,10.0,4,3,0,0,0,55,1,0
13797,59,5,162136,0,10,4,6.0,0,3,0,0,0,56,1,0
13798,22,5,256504,12,13,5,3.0,5,3,1,0,0,40,1,0
13799,40,5,162098,3,9,4,3.0,3,3,1,0,0,30,1,0
13800,39,6,103110,12,13,2,5.0,4,3,0,0,0,50,1,0
13801,24,5,227610,13,6,4,4.0,3,3,1,0,0,58,1,0
13802,63,5,176696,3,9,2,9.0,4,3,0,0,0,40,1,1
13803,51,5,220019,9,12,4,5.0,0,3,1,0,0,40,1,0
13804,34,0,242984,12,13,5,7.0,0,3,0,0,0,50,1,0
13805,38,5,187847,14,11,2,7.0,4,3,0,0,0,50,1,1
13806,17,5,132636,11,7,5,10.0,5,3,1,0,0,15,1,0
13807,20,5,108887,0,10,5,3.0,5,3,1,0,0,25,1,0
13808,42,6,195897,3,9,2,9.0,4,3,0,0,0,40,1,0
13809,41,5,112181,12,13,2,10.0,1,3,1,0,0,12,1,1
13810,56,4,391926,3,9,2,7.0,4,3,0,0,0,40,1,0
13811,17,5,195505,13,6,5,10.0,5,3,0,0,0,5,1,0
13812,31,5,43819,12,13,2,5.0,1,3,1,7688,0,43,1,1
13813,23,5,145389,0,10,2,10.0,1,3,1,0,0,40,1,0
13815,36,4,101833,12,13,3,5.0,0,3,0,0,0,40,1,0
13817,52,5,99602,3,9,3,9.0,5,0,1,0,0,40,1,0
13818,28,5,213276,3,9,2,7.0,4,3,0,0,0,50,1,0
13820,30,5,176123,13,6,5,6.0,2,1,0,0,0,40,20,0
13821,32,5,38797,14,11,5,9.0,0,3,0,0,0,40,1,0
13822,30,5,101859,6,4,5,9.0,0,3,0,0,0,50,1,0
13823,53,5,87158,3,9,2,9.0,4,0,0,0,0,40,1,0
13824,54,6,205066,13,6,2,9.0,4,3,0,0,0,36,1,0
13827,31,5,87950,14,11,4,10.0,0,4,1,0,0,40,1,0
13828,34,5,150154,3,9,5,3.0,5,3,0,0,0,40,1,0
13829,58,5,142076,3,9,4,2.0,0,3,0,4787,0,39,1,1
13830,30,1,112139,3,9,2,,4,3,0,0,0,40,1,0
13831,53,5,149217,3,9,2,9.0,4,3,0,0,0,40,4,0
13832,27,5,189974,0,10,4,3.0,5,3,1,0,0,20,1,0
13833,23,5,109199,2,3,2,4.0,4,3,0,0,0,40,21,0
13834,24,5,190290,14,11,2,9.0,4,3,0,0,0,45,1,0
13835,36,5,189404,12,13,2,10.0,4,3,0,0,1977,35,1,1
13836,33,2,428271,3,9,4,3.0,3,0,1,0,0,35,1,0
13837,22,1,134192,0,10,5,2.0,5,3,1,0,0,10,1,0
13838,47,5,168211,3,9,2,9.0,4,3,0,0,0,44,1,0
13839,34,5,277314,9,12,2,10.0,4,0,0,0,1902,50,1,1
13840,44,2,316120,7,15,4,5.0,3,3,0,0,0,40,1,1
13841,41,5,107276,14,11,5,5.0,0,3,1,0,0,45,1,0
13843,24,5,346909,3,9,2,9.0,4,3,0,0,0,44,21,0
13845,45,5,317360,12,13,4,5.0,3,3,1,0,0,50,1,0
13846,23,5,189017,12,13,5,10.0,0,3,0,0,0,55,1,0
13847,54,5,138179,3,9,2,6.0,4,3,0,0,0,40,1,0
13848,40,5,299813,11,7,5,6.0,0,3,1,0,0,37,25,0
13849,45,5,265083,2,3,4,8.0,3,3,1,0,0,35,21,0
13850,50,5,185846,3,9,2,10.0,4,3,0,0,0,40,1,0
13851,40,5,184655,9,12,5,13.0,2,3,0,0,0,25,1,0
13852,24,5,200295,0,10,5,9.0,0,3,0,0,0,40,1,0
13853,42,5,117319,3,9,2,9.0,4,3,0,0,1672,40,1,0
13854,50,5,63000,0,10,2,10.0,4,3,0,0,0,60,1,1
13855,58,6,106942,0,10,4,9.0,3,3,0,0,0,40,1,0
13856,47,5,52795,0,10,2,6.0,4,3,0,0,0,46,1,0
13857,37,5,51264,10,16,2,5.0,4,3,0,0,0,99,24,1
13858,37,6,410919,3,9,5,9.0,5,3,0,0,0,35,1,0
13859,22,5,105592,9,12,5,11.0,0,3,0,0,0,45,1,0
13860,29,6,183151,3,9,2,11.0,4,3,0,0,0,48,1,0
13861,45,5,209912,12,13,2,7.0,4,1,0,0,0,40,8,1
13862,49,6,275845,0,10,2,7.0,4,3,0,0,0,60,1,0
13863,44,4,241851,14,11,2,11.0,4,3,0,4386,0,40,1,1
13864,72,5,89299,3,9,4,13.0,0,3,1,0,0,16,1,0
13865,63,6,106648,3,9,2,13.0,4,3,0,0,0,12,1,0
13866,26,5,58426,3,9,2,5.0,4,3,0,0,0,50,1,0
13867,58,6,121912,14,11,2,9.0,4,3,0,0,0,42,1,0
13868,40,5,170730,3,9,2,9.0,4,3,0,0,0,50,1,0
13869,56,5,257555,0,10,2,10.0,4,3,0,0,0,40,1,0
13870,55,6,51499,0,10,2,1.0,4,3,0,0,0,72,1,0
13871,28,5,195000,12,13,5,10.0,2,3,1,0,0,45,1,0
13872,57,5,108741,3,9,2,7.0,1,3,1,0,0,40,1,0
13873,37,5,184964,4,14,4,7.0,0,3,0,0,0,45,1,1
13874,44,5,156815,3,9,4,3.0,0,3,1,0,0,40,1,0
13875,31,5,49325,3,9,2,6.0,4,3,0,0,0,40,1,0
13876,42,5,121718,0,10,2,3.0,4,3,0,0,0,40,6,0
13877,18,5,172076,0,10,5,13.0,5,3,1,0,0,25,1,0
13878,57,6,327901,13,6,2,9.0,4,3,0,0,0,40,1,0
13879,53,4,215990,0,10,2,13.0,4,3,0,0,0,35,1,0
13880,38,5,210866,3,9,2,7.0,4,3,0,0,0,44,1,1
13881,33,5,322873,3,9,4,10.0,0,3,1,0,0,50,1,0
13882,42,5,265698,4,14,4,5.0,3,3,1,0,0,40,1,0
13884,50,5,177896,3,9,2,9.0,4,3,0,0,0,50,1,0
